datetime,datetime_nano,SSE.601888.open,SSE.601888.high,SSE.601888.low,SSE.601888.close,SSE.601888.volume,SSE.601888.open_oi,SSE.601888.close_oi
2018-01-02 00:00:00.000000000,1514822400000000000,43.75,43.95,42.83,43.05,6798600,0,0
2018-01-03 00:00:00.000000000,1514908800000000000,43.53,45.73,42.63,45.68,18238800,0,0
2018-01-04 00:00:00.000000000,1514995200000000000,45.35,46.1,44.85,45.47,14504200,0,0
2018-01-05 00:00:00.000000000,1515081600000000000,45.49,45.49,44.56,45.17,7114500,0,0
2018-01-08 00:00:00.000000000,1515340800000000000,45.48,46.5,45.0,46.47,12876400,0,0
2018-01-09 00:00:00.000000000,1515427200000000000,46.5,47.2,46.2,46.64,10233500,0,0
2018-01-10 00:00:00.000000000,1515513600000000000,46.8,46.9,45.8,46.38,6466700,0,0
2018-01-11 00:00:00.000000000,1515600000000000000,46.4,46.5,45.14,45.89,8005300,0,0
2018-01-12 00:00:00.000000000,1515686400000000000,45.79,46.19,45.52,45.93,5004100,0,0
2018-01-15 00:00:00.000000000,1515945600000000000,46.58,48.38,46.22,47.74,14223100,0,0
2018-01-16 00:00:00.000000000,1516032000000000000,47.72,50.83,47.51,49.36,18325600,0,0
2018-01-17 00:00:00.000000000,1516118400000000000,49.1,49.69,47.99,48.22,8879100,0,0
2018-01-18 00:00:00.000000000,1516204800000000000,48.11,49.18,47.85,48.3,12323500,0,0
2018-01-19 00:00:00.000000000,1516291200000000000,48.3,48.6,47.82,48.16,6564100,0,0
2018-01-22 00:00:00.000000000,1516550400000000000,48.36,50.6,48.22,49.13,12695000,0,0
2018-01-23 00:00:00.000000000,1516636800000000000,49.48,49.6,48.8,48.97,6978800,0,0
2018-01-24 00:00:00.000000000,1516723200000000000,49.95,50.5,48.88,49.45,10536900,0,0
2018-01-25 00:00:00.000000000,1516809600000000000,49.46,49.59,48.5,48.77,7546000,0,0
2018-01-26 00:00:00.000000000,1516896000000000000,48.5,49.41,47.82,48.98,7656900,0,0
2018-01-29 00:00:00.000000000,1517155200000000000,49.8,50.37,48.7,48.71,10409200,0,0
2018-01-30 00:00:00.000000000,1517241600000000000,48.52,49.9,48.2,49.0,7433000,0,0
2018-01-31 00:00:00.000000000,1517328000000000000,49.0,51.96,48.88,51.28,15279700,0,0
2018-02-01 00:00:00.000000000,1517414400000000000,51.24,51.37,49.78,50.72,12758700,0,0
2018-02-02 00:00:00.000000000,1517500800000000000,50.42,53.9,50.42,53.83,15727600,0,0
2018-02-05 00:00:00.000000000,1517760000000000000,52.38,53.55,51.58,51.9,14834400,0,0
2018-02-06 00:00:00.000000000,1517846400000000000,50.99,51.75,48.11,48.13,17717300,0,0
2018-02-07 00:00:00.000000000,1517932800000000000,49.88,50.33,44.85,47.08,18833300,0,0
2018-02-08 00:00:00.000000000,1518019200000000000,47.06,49.25,46.98,48.33,11056700,0,0
2018-02-09 00:00:00.000000000,1518105600000000000,45.8,48.25,45.53,46.78,15500800,0,0
2018-02-12 00:00:00.000000000,1518364800000000000,47.5,48.84,47.1,48.45,8102100,0,0
2018-02-13 00:00:00.000000000,1518451200000000000,49.7,50.66,48.88,50.14,10513200,0,0
2018-02-14 00:00:00.000000000,1518537600000000000,50.2,52.03,49.6,51.8,9251200,0,0
2018-02-22 00:00:00.000000000,1519228800000000000,52.8,55.78,52.5,53.47,16398600,0,0
2018-02-23 00:00:00.000000000,1519315200000000000,53.94,54.39,52.81,54.08,8704500,0,0
2018-02-26 00:00:00.000000000,1519574400000000000,54.15,54.15,52.7,53.14,11480100,0,0
2018-02-27 00:00:00.000000000,1519660800000000000,54.55,55.41,52.01,52.8,17872900,0,0
2018-02-28 00:00:00.000000000,1519747200000000000,51.55,53.87,51.52,52.36,10998000,0,0
2018-03-01 00:00:00.000000000,1519833600000000000,52.28,54.84,52.05,53.99,16150300,0,0
2018-03-02 00:00:00.000000000,1519920000000000000,53.5,53.96,52.8,53.3,10002200,0,0
2018-03-05 00:00:00.000000000,1520179200000000000,53.5,53.98,52.95,53.54,7025100,0,0
2018-03-06 00:00:00.000000000,1520265600000000000,53.8,55.26,53.63,55.13,13186600,0,0
2018-03-07 00:00:00.000000000,1520352000000000000,55.17,56.15,54.72,55.44,9300000,0,0
2018-03-08 00:00:00.000000000,1520438400000000000,55.69,57.4,55.61,57.25,9476200,0,0
2018-03-09 00:00:00.000000000,1520524800000000000,57.45,57.65,56.35,57.27,8567100,0,0
2018-03-12 00:00:00.000000000,1520784000000000000,57.19,58.0,56.31,56.37,9821300,0,0
2018-03-13 00:00:00.000000000,1520870400000000000,56.8,56.84,56.1,56.41,4114800,0,0
2018-03-14 00:00:00.000000000,1520956800000000000,56.46,57.63,56.08,57.21,5578100,0,0
2018-03-15 00:00:00.000000000,1521043200000000000,57.2,58.06,56.36,56.86,6459700,0,0
2018-03-16 00:00:00.000000000,1521129600000000000,56.64,57.19,55.44,55.51,7336100,0,0
2018-03-19 00:00:00.000000000,1521388800000000000,55.51,56.49,55.0,56.38,6817300,0,0
2018-03-20 00:00:00.000000000,1521475200000000000,56.05,56.28,55.12,55.65,5962500,0,0
2018-03-21 00:00:00.000000000,1521561600000000000,55.71,58.5,55.69,57.25,12351600,0,0
2018-03-22 00:00:00.000000000,1521648000000000000,57.29,58.05,56.7,57.05,8140200,0,0
2018-03-23 00:00:00.000000000,1521734400000000000,55.5,57.8,55.0,57.05,14040600,0,0
2018-03-26 00:00:00.000000000,1521993600000000000,56.4,56.88,53.8,54.69,14869500,0,0
2018-03-27 00:00:00.000000000,1522080000000000000,55.31,55.9,54.81,55.53,12202800,0,0
2018-03-28 00:00:00.000000000,1522166400000000000,55.51,57.74,55.5,56.75,14326700,0,0
2018-03-29 00:00:00.000000000,1522252800000000000,57.06,57.38,52.18,53.71,18525100,0,0
2018-03-30 00:00:00.000000000,1522339200000000000,53.3,54.71,52.59,52.91,12144800,0,0
2018-04-02 00:00:00.000000000,1522598400000000000,53.11,54.93,53.11,54.84,10965400,0,0
2018-04-03 00:00:00.000000000,1522684800000000000,55.0,55.0,53.15,54.16,9221900,0,0
2018-04-04 00:00:00.000000000,1522771200000000000,54.88,54.9,52.19,52.98,9597400,0,0
2018-04-09 00:00:00.000000000,1523203200000000000,53.36,54.64,52.93,53.16,11503800,0,0
2018-04-10 00:00:00.000000000,1523289600000000000,53.5,53.99,52.2,53.78,9238700,0,0
2018-04-11 00:00:00.000000000,1523376000000000000,53.78,54.1,52.85,53.21,7923700,0,0
2018-04-12 00:00:00.000000000,1523462400000000000,53.21,54.96,52.91,54.64,11766700,0,0
2018-04-13 00:00:00.000000000,1523548800000000000,54.8,56.47,54.34,56.12,10565900,0,0
2018-04-16 00:00:00.000000000,1523808000000000000,59.98,59.98,55.99,56.35,21222600,0,0
2018-04-17 00:00:00.000000000,1523894400000000000,55.82,55.82,50.72,51.17,24226900,0,0
2018-04-18 00:00:00.000000000,1523980800000000000,51.89,51.99,48.74,51.24,18233200,0,0
2018-04-19 00:00:00.000000000,1524067200000000000,51.39,53.78,51.27,53.67,12087600,0,0
2018-04-20 00:00:00.000000000,1524153600000000000,53.6,54.51,52.76,53.56,9055000,0,0
2018-04-23 00:00:00.000000000,1524412800000000000,52.95,54.16,52.7,53.22,6341400,0,0
2018-04-24 00:00:00.000000000,1524499200000000000,53.18,54.4,53.17,53.63,9967800,0,0
2018-04-25 00:00:00.000000000,1524585600000000000,53.32,54.23,52.56,53.89,5243200,0,0
2018-04-26 00:00:00.000000000,1524672000000000000,53.7,53.87,51.9,52.72,8009000,0,0
2018-04-27 00:00:00.000000000,1524758400000000000,52.91,53.29,49.77,52.07,11914300,0,0
2018-05-02 00:00:00.000000000,1525190400000000000,53.6,56.79,53.51,56.3,24363700,0,0
2018-05-03 00:00:00.000000000,1525276800000000000,56.8,58.4,56.01,58.27,22712500,0,0
2018-05-04 00:00:00.000000000,1525363200000000000,58.25,59.01,57.73,58.04,12890200,0,0
2018-05-07 00:00:00.000000000,1525622400000000000,58.77,59.87,57.99,58.61,18685700,0,0
2018-05-08 00:00:00.000000000,1525708800000000000,58.9,59.6,58.22,59.0,8733900,0,0
2018-05-09 00:00:00.000000000,1525795200000000000,59.35,60.59,59.18,59.92,8206900,0,0
2018-05-10 00:00:00.000000000,1525881600000000000,59.75,61.88,59.03,61.69,13087000,0,0
2018-05-11 00:00:00.000000000,1525968000000000000,61.41,61.84,60.11,61.01,6898200,0,0
2018-05-14 00:00:00.000000000,1526227200000000000,61.01,63.04,60.82,62.46,17296200,0,0
2018-05-15 00:00:00.000000000,1526313600000000000,62.46,63.49,61.5,62.94,7076100,0,0
2018-05-16 00:00:00.000000000,1526400000000000000,62.73,63.58,62.05,62.08,7834200,0,0
2018-05-17 00:00:00.000000000,1526486400000000000,62.0,62.95,60.65,61.02,9525400,0,0
2018-05-18 00:00:00.000000000,1526572800000000000,61.3,62.18,60.6,61.59,6162900,0,0
2018-05-21 00:00:00.000000000,1526832000000000000,62.17,63.22,62.14,62.28,6509700,0,0
