股票代码,盈亏,开仓日期,开仓时间,平仓日期,平仓时间,开仓价格,平仓价格,价差,数量,资金占用,收益（含手续费）,手续费,10500000,
SSE.600276,平多收益,2021-7-27,0:00:00,2021-8-3,0:00:00,54.5,57.4,2.9,55,299750,15950,416.72,11850811,
SSE.600276,平多止损,2021-8-4,0:00:00,2021-8-12,0:00:00,56.33,55.8,-0.53,53,298549,-2809,390.38,11848002,
SSE.600048,平多收益,2021-6-22,0:00:00,2021-7-6,0:00:00,12.3,12.31,0.01,243,298890,243,394.86,11848245,
SSE.600048,平多止损,2021-7-21,0:00:00,2021-8-4,0:00:00,11.21,9.99,-1.22,267,299307,-32574,352.09,11815671,
SSE.600036,平多止损,2021-7-8,0:00:00,2021-7-22,0:00:00,50.35,50.25,-0.1,59,297065,-590,391.35,11815081,
SSE.600036,平多收益,2021-7-27,0:00:00,2021-8-9,0:00:00,46.17,49.06,2.89,64,295488,18496,414.46,11833577,
SSE.600031,平多止损,2021-6-15,0:00:00,2021-6-29,0:00:00,28.1,27.87,-0.23,106,297860,-2438,389.96,11831139,
SSE.600031,平多止损,2021-7-5,0:00:00,2021-7-19,0:00:00,26.12,25.34,-0.78,114,297768,-8892,381.32,11822247,
SSE.600031,平多收益,2021-7-27,0:00:00,2021-8-2,0:00:00,25.1,27.3,2.2,119,298690,26180,428.83,11848427,
SSE.600028,平多收益,2021-6-21,0:00:00,2021-7-5,0:00:00,4.29,4.3,0.01,699,299871,699,396.75,11849126,
SSE.600000,平多收益,2021-7-27,0:00:00,2021-8-10,0:00:00,9.15,9.2,0.05,327,299205,1635,397.11,11850761,
SZSE.300122,平多收益,2021-8-16,0:00:00,2021-8-23,0:00:00,157.45,166.42,8.97,19,299155,17043,417.38,11867804,
SZSE.300122,平多止损,2021-9-8,0:00:00,2021-9-24,0:00:00,159.9,159.71,-0.19,18,287820,-342,379.47,11867462,
SZSE.300122,平多收益,2021-10-8,0:00:00,2021-10-22,0:00:00,146.14,150.73,4.59,20,292280,9180,397.93,11876642,
SZSE.300059,平多收益,2021-8-17,0:00:00,2021-8-18,0:00:00,30.98,33.21,2.23,96,297408,21408,420.84,11898050,
SZSE.300059,平多收益,2021-9-27,0:00:00,2021-10-8,0:00:00,32.94,34.59,1.65,91,299754,15015,415.5,11913065,
SZSE.002812,平多收益,2021-8-16,0:00:00,2021-8-19,0:00:00,241.44,258.3,16.86,12,289728,20232,409.15,11933297,
SZSE.002812,平多收益,2021-9-3,0:00:00,2021-9-7,0:00:00,256.49,285.79,29.3,11,282139,32230,414.97,11965527,
SZSE.002812,平多收益,2021-9-28,0:00:00,2021-10-18,0:00:00,268.8,287,18.2,11,295680,20020,416.72,11985547,
SZSE.002594,平多收益,2021-8-17,0:00:00,2021-8-24,0:00:00,280.31,298.25,17.94,10,280310,17940,393.69,12003487,
SZSE.002594,平多止损,2021-9-1,0:00:00,2021-9-15,0:00:00,266.3,261.15,-5.15,11,292930,-5665,379.19,11997822,
SZSE.002594,平多收益,2021-9-16,0:00:00,2021-10-11,0:00:00,251,255.75,4.75,11,276100,5225,371.35,12003047,
SZSE.002475,平多止损,2021-8-17,0:00:00,2021-8-31,0:00:00,37.78,33.86,-3.92,79,298462,-30968,353.09,11972079,
SZSE.002475,平多收益,2021-9-1,0:00:00,2021-9-8,0:00:00,34.31,36.12,1.81,87,298497,15747,414.8,11987826,
SZSE.002475,平多收益,2021-9-22,0:00:00,2021-9-23,0:00:00,32.9,35.48,2.58,91,299390,23478,426.19,12011304,
SZSE.002352,平多止损,2021-10-20,0:00:00,2021-10-22,0:00:00,63.4,62.5,-0.9,47,297980,-4230,387.75,12007074,
SZSE.002027,平多收益,2021-8-20,0:00:00,2021-8-23,0:00:00,7.1,7.65,0.55,422,299620,23210,426.14,12030284,
SZSE.002027,平多收益,2021-8-30,0:00:00,2021-9-13,0:00:00,7.19,7.39,0.2,417,299823,8340,406.78,12038624,
SZSE.000917,平多止损,2021-9-9,0:00:00,2021-9-27,0:00:00,6.77,6.26,-0.51,443,299911,-22593,366.06,12016031,
SZSE.000917,平多收益,2021-9-29,0:00:00,2021-10-20,0:00:00,6.14,6.58,0.44,488,299632,21472,423.86,12037503,
SZSE.000858,平多止损,2021-8-19,0:00:00,2021-9-2,0:00:00,222.65,201.23,-21.42,13,289445,-27846,345.31,12009657,
SZSE.000858,平多收益,2021-9-22,0:00:00,2021-9-27,0:00:00,193.93,220.57,26.64,15,290895,39960,436.73,12049617,
SZSE.000776,平多收益,2021-8-30,0:00:00,2021-9-1,0:00:00,18.24,20.45,2.21,164,299136,36244,442.7,12085861,
SZSE.000776,平多止损,2021-9-24,0:00:00,2021-10-15,0:00:00,22.81,19.74,-3.07,131,298811,-40217,341.34,12045644,
SZSE.000776,平多收益,2021-10-18,0:00:00,2021-10-20,0:00:00,20.03,21.05,1.02,149,298447,15198,414.01,12060842,
SZSE.000725,平多止损,2021-9-22,0:00:00,2021-10-13,0:00:00,5.44,5.25,-0.19,551,299744,-10469,381.84,12050373,
SZSE.000568,平多收益,2021-8-19,0:00:00,2021-9-2,0:00:00,176.82,179.11,2.29,16,282912,3664,378.28,12054037,
SZSE.000002,平多止损,2021-8-25,0:00:00,2021-9-8,0:00:00,21.24,20.33,-0.91,141,299484,-12831,378.38,12041206,
SZSE.000002,平多收益,2021-9-16,0:00:00,2021-9-22,0:00:00,19.02,20.08,1.06,157,298614,16642,416.14,12057848,
SZSE.000002,平多收益,2021-10-20,0:00:00,2021-10-22,0:00:00,20,21.33,1.33,150,300000,19950,422.33,12077798,
SZSE.000001,平多收益,2021-8-26,0:00:00,2021-9-9,0:00:00,18.46,19,0.54,162,299052,8748,406.3,12086546,
SZSE.000001,平多收益,2021-9-17,0:00:00,2021-10-12,0:00:00,18.53,19.35,0.82,161,298333,13202,411.23,12099748,
SSE.603288,平多止损,2021-8-17,0:00:00,2021-8-31,0:00:00,111.9,94.98,-16.92,26,290940,-43992,325.97,12055756,
SSE.603288,平多止损,2021-9-1,0:00:00,2021-9-15,0:00:00,93.05,86.32,-6.73,32,297760,-21536,364.62,12034220,
SSE.601985,平多止损,2021-10-11,0:00:00,2021-10-22,0:00:00,6.91,6.47,-0.44,434,299894,-19096,370.65,12015124,
SSE.601919,平多收益,2021-9-2,0:00:00,2021-9-8,0:00:00,19.92,21.38,1.46,150,298800,21900,423.32,12037024,
SSE.601919,平多收益,2021-9-16,0:00:00,2021-9-24,0:00:00,20.45,21.49,1.04,146,298570,15184,414.16,12052208,
SSE.601919,平多止损,2021-9-27,0:00:00,2021-10-18,0:00:00,19.34,15.85,-3.49,155,299770,-54095,324.29,11998113,
SSE.601888,平多收益,2021-8-18,0:00:00,2021-9-1,0:00:00,235.72,236.29,0.57,12,282864,684,374.28,11998797,
SSE.601318,平多收益,2021-8-26,0:00:00,2021-9-9,0:00:00,50.3,51.62,1.32,59,296770,7788,402.02,12006585,
SSE.601318,平多收益,2021-9-22,0:00:00,2021-10-8,0:00:00,47.78,52.1,4.32,62,296236,26784,426.39,12033369,
SSE.601166,平多收益,2021-9-22,0:00:00,2021-10-11,0:00:00,18.12,19.36,1.24,165,298980,20460,421.66,12053829,
SSE.601088,平多收益,2021-10-8,0:00:00,2021-10-18,0:00:00,21.4,23.59,2.19,140,299600,30660,435.94,12084489,
SSE.600887,平多收益,2021-8-20,0:00:00,2021-9-1,0:00:00,33.23,36.18,2.95,90,299070,26550,429.82,12111039,
SSE.600585,平多收益,2021-8-30,0:00:00,2021-8-31,0:00:00,37.39,39.96,2.57,80,299120,20560,421.98,12131599,
SSE.600585,平多止损,2021-9-24,0:00:00,2021-10-15,0:00:00,43.51,40.3,-3.21,68,295868,-21828,361.73,12109771,
SSE.600519,平多止损,2021-8-17,0:00:00,2021-8-31,0:00:00,1635,1558,-77,1,163500,-7700,205.66,12102071,
SSE.600436,平多收益,2021-8-20,0:00:00,2021-8-23,0:00:00,346.7,368.55,21.85,8,277360,17480,389.19,12119551,
SSE.600436,平多止损,2021-8-31,0:00:00,2021-9-14,0:00:00,347.05,339.76,-7.29,8,277640,-5832,358.79,12113719,
SSE.600276,平多止损,2021-8-20,0:00:00,2021-9-3,0:00:00,48.46,46.1,-2.36,61,295606,-14396,371.2,12099323,
SSE.600276,平多收益,2021-10-18,0:00:00,2021-10-20,0:00:00,49.1,51.58,2.48,61,299510,15128,415.32,12114451,
SSE.600048,平多收益,2021-8-25,0:00:00,2021-9-1,0:00:00,11.49,12.14,0.65,261,299889,16965,418.25,12131416,
SSE.600048,平多收益,2021-10-19,0:00:00,2021-10-22,0:00:00,12.89,13.71,0.82,232,299048,19024,419.86,12150440,
SSE.600036,平多收益,2021-8-30,0:00:00,2021-9-2,0:00:00,48.45,51.6,3.15,61,295545,19215,415.48,12169655,
SSE.600036,平多收益,2021-9-22,0:00:00,2021-10-11,0:00:00,49.41,53,3.59,60,296460,21540,419.76,12191195,
SSE.600031,平多收益,2021-8-19,0:00:00,2021-9-2,0:00:00,28.26,28.52,0.26,106,299556,2756,399.05,12193951,
SSE.600031,平多止损,2021-9-15,0:00:00,2021-10-8,0:00:00,26.58,26.16,-0.42,112,297696,-4704,386.75,12189247,
SSE.600028,平多收益,2021-10-13,0:00:00,2021-10-22,0:00:00,4.33,4.36,0.03,692,299636,2076,398.26,12191323,
SZSE.300122,平多收益,2021-11-8,0:00:00,2021-11-15,0:00:00,127.85,134.58,6.73,23,294055,15479,408.58,12206802,
SZSE.000917,平多收益,2021-10-28,0:00:00,2021-11-11,0:00:00,5.52,5.79,0.27,543,299736,14661,415,12221463,
SZSE.000776,平多收益,2021-11-2,0:00:00,2021-11-8,0:00:00,18.88,19.97,1.09,158,298304,17222,416.49,12238685,
SZSE.000002,平多收益,2021-11-2,0:00:00,2021-11-10,0:00:00,17.64,18.98,1.34,170,299880,22780,425.91,12261465,
SSE.601888,平多收益,2021-11-2,0:00:00,2021-11-16,0:00:00,222.88,234,11.12,13,289744,14456,401.54,12275921,
SSE.601088,平多止损,2021-10-29,0:00:00,2021-11-12,0:00:00,19.89,19.12,-0.77,150,298350,-11550,378.58,12264371,
SZSE.300498,平多收益,2022-1-19,0:00:00,2022-2-7,0:00:00,19.25,20.65,1.4,155,298375,21700,422.5,12286071,
SZSE.300498,平多收益,2022-2-25,0:00:00,2022-3-1,0:00:00,19.49,20.54,1.05,153,298197,16065,414.83,12302136,
SZSE.300122,平多止损,2022-1-6,0:00:00,2022-1-20,0:00:00,116.3,107,-9.3,25,290750,-23250,353.1,12278886,
SZSE.300122,平多收益,2022-1-21,0:00:00,2022-2-7,0:00:00,103.92,110.47,6.55,28,290976,18340,408.3,12297226,
SZSE.300059,平多止损,2022-1-7,0:00:00,2022-1-21,0:00:00,33.75,33.24,-0.51,88,297000,-4488,386.12,12292738,
SZSE.300059,平多止损,2022-2-14,0:00:00,2022-2-28,0:00:00,27.49,26.74,-0.75,109,299641,-8175,384.74,12284563,
SZSE.002812,平多收益,2022-1-7,0:00:00,2022-1-11,0:00:00,225.9,237.96,12.06,13,293670,15678,408.34,12300241,
SZSE.002812,平多收益,2022-2-8,0:00:00,2022-2-22,0:00:00,240.88,245.94,5.06,12,289056,6072,389.57,12306313,
SZSE.002594,平多止损,2021-12-27,0:00:00,2022-1-11,0:00:00,267.03,239.09,-27.94,11,293733,-30734,347.16,12275579,
SZSE.002594,平多收益,2022-1-28,0:00:00,2022-2-7,0:00:00,226.8,244.4,17.6,13,294840,22880,419.39,12298459,
SZSE.002475,平多收益,2022-1-13,0:00:00,2022-1-18,0:00:00,45.36,47.93,2.57,66,299376,16962,417.57,12315421,
SZSE.002475,平多止损,2022-2-8,0:00:00,2022-2-22,0:00:00,43.25,41.61,-1.64,69,298425,-11316,378.98,12304105,
SZSE.002475,平多止损,2022-3-3,0:00:00,2022-3-3,0:00:00,39.03,39.03,0,76,296628,0,391.55,12304105,
SZSE.000917,平多收益,2022-1-25,0:00:00,2022-2-9,0:00:00,5.85,6.22,0.37,512,299520,18944,420.37,12323049,
SZSE.000858,平多收益,2022-1-10,0:00:00,2022-1-24,0:00:00,214.96,215.07,0.11,13,279448,143,369.06,12323192,
SZSE.000858,平多收益,2022-2-8,0:00:00,2022-2-15,0:00:00,190,199.8,9.8,15,285000,14700,395.6,12337892,
SZSE.000776,平多收益,2022-1-11,0:00:00,2022-1-20,0:00:00,21.87,23.04,1.17,137,299619,16029,416.66,12353921,
SZSE.000776,平多止损,2022-2-7,0:00:00,2022-2-21,0:00:00,20.57,18.91,-1.66,145,298265,-24070,361.94,12329851,
SZSE.000776,平多收益,2022-2-24,0:00:00,2022-3-3,0:00:00,18.4,18.63,0.23,163,299920,3749,400.84,12333600,
SZSE.000568,平多止损,2022-1-11,0:00:00,2022-1-25,0:00:00,231,226.99,-4.01,12,277200,-4812,359.55,12328788,
SZSE.000568,平多收益,2022-2-8,0:00:00,2022-2-14,0:00:00,208.36,219.4,11.04,14,291704,15456,405.45,12344244,
SSE.603288,平多收益,2022-1-27,0:00:00,2022-2-17,0:00:00,96.06,96.92,0.86,31,297786,2666,396.6,12346910,
SSE.601985,平多止损,2022-1-7,0:00:00,2022-1-21,0:00:00,7.43,7.33,-0.1,403,299429,-4030,389.93,12342880,
SSE.601919,平多止损,2022-1-17,0:00:00,2022-2-7,0:00:00,17.44,16.53,-0.91,172,299968,-15652,375.3,12327228,
SSE.601888,平多收益,2022-1-17,0:00:00,2022-1-21,0:00:00,190.43,200.66,10.23,15,285645,15345,397.31,12342573,
SSE.601888,平多止损,2022-2-24,0:00:00,2022-3-3,0:00:00,203.99,198.27,-5.72,14,285586,-8008,366.4,12334565,
SSE.600585,平多收益,2022-1-14,0:00:00,2022-1-19,0:00:00,39.06,42.94,3.88,76,296856,29488,430.77,12364053,
SSE.600519,平多收益,2022-1-7,0:00:00,2022-1-21,0:00:00,1942,1984.99,42.99,1,194200,4299,262.02,12368352,
SSE.600436,平多止损,2021-12-30,0:00:00,2022-1-14,0:00:00,423.03,386.1,-36.93,7,296121,-25851,356.76,12342501,
SSE.600436,平多收益,2022-1-28,0:00:00,2022-2-18,0:00:00,357.24,358.3,1.06,8,285792,848,378.36,12343349,
SSE.600276,平多止损,2022-1-19,0:00:00,2022-2-9,0:00:00,45.73,42.01,-3.72,65,297245,-24180,360.45,12319169,
SSE.600276,平多收益,2022-2-14,0:00:00,2022-2-28,0:00:00,39.75,40.08,0.33,75,298125,2475,396.79,12321644,
SSE.600031,平多止损,2022-1-25,0:00:00,2022-2-15,0:00:00,21.81,20.75,-1.06,137,298797,-14522,375.24,12307122,
SZSE.300498,平多收益,2022-3-15,0:00:00,2022-3-17,0:00:00,18.78,20.08,1.3,159,298602,20670,421.44,12327792,
SZSE.300498,平多止损,2022-4-21,0:00:00,2022-5-10,0:00:00,20.7,18.84,-1.86,144,298080,-26784,358.11,12301008,
SZSE.300498,平多止损,2022-5-11,0:00:00,2022-5-11,0:00:00,18.28,18.28,0,164,299792,0,395.73,12301008,
SZSE.300122,平多收益,2022-3-8,0:00:00,2022-3-15,0:00:00,116.52,125.24,8.72,25,291300,21800,413.29,12322808,
SZSE.300122,平多止损,2022-4-14,0:00:00,2022-4-28,0:00:00,116,93.72,-22.28,25,290000,-55700,309.28,12267108,
SZSE.300122,平多收益,2022-4-29,0:00:00,2022-5-11,0:00:00,94.5,101.98,7.48,31,292950,23188,417.3,12290296,
SZSE.300059,平多收益,2022-3-7,0:00:00,2022-3-21,0:00:00,24.88,25.05,0.17,120,298560,2040,396.79,12292336,
SZSE.300059,平多收益,2022-4-20,0:00:00,2022-4-27,0:00:00,20.61,21.65,1.04,145,298845,15080,414.38,12307416,
SZSE.300059,平多收益,2022-4-28,0:00:00,2022-4-29,0:00:00,21.05,22.78,1.73,142,298910,24566,426.99,12331982,
SZSE.300059,平多止损,2022-5-5,0:00:00,2022-5-11,0:00:00,22.4,22.31,-0.09,133,297920,-1197,391.67,12330785,
SZSE.002812,平多收益,2022-3-7,0:00:00,2022-3-10,0:00:00,216.04,229.99,13.95,13,280852,18135,394.66,12348920,
SZSE.002812,平多收益,2022-3-11,0:00:00,2022-3-17,0:00:00,224.83,247.54,22.71,13,292279,29523,424.78,12378443,
SZSE.002812,平多收益,2022-3-25,0:00:00,2022-4-1,0:00:00,213.11,224.1,10.99,14,298354,15386,414.14,12393829,
SZSE.002812,平多止损,2022-4-11,0:00:00,2022-4-25,0:00:00,201.02,171.6,-29.42,14,281428,-41188,317.12,12352641,
SZSE.002812,平多收益,2022-4-26,0:00:00,2022-4-27,0:00:00,166.4,183.04,16.64,18,299520,29952,434.9,12382593,
SZSE.002594,平多收益,2022-3-7,0:00:00,2022-3-17,0:00:00,223.61,234.9,11.29,13,290693,14677,403.09,12397270,
SZSE.002475,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,36.16,35.09,-1.07,82,296512,-8774,379.81,12388496,
SZSE.002475,平多止损,2022-3-25,0:00:00,2022-4-12,0:00:00,33.59,28.88,-4.71,89,298951,-41919,339.28,12346577,
SZSE.002475,平多收益,2022-4-13,0:00:00,2022-4-18,0:00:00,28.23,30.06,1.83,106,299238,19398,420.6,12365975,
SZSE.002475,平多收益,2022-4-25,0:00:00,2022-4-28,0:00:00,26.83,29.39,2.56,111,297813,28416,430.62,12394391,
SZSE.002352,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,56.1,47.83,-8.27,53,297330,-43831,334.62,12350560,
SZSE.002352,平多收益,2022-3-22,0:00:00,2022-4-7,0:00:00,47.08,47.63,0.55,63,296604,3465,396.09,12354025,
SZSE.002352,平多收益,2022-4-25,0:00:00,2022-4-28,0:00:00,45.16,47.5,2.34,66,298056,15444,413.82,12369469,
SZSE.002027,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,7.12,6.2,-0.92,421,299752,-38732,344.55,12330737,
SZSE.002027,平多止损,2022-3-24,0:00:00,2022-4-11,0:00:00,6.1,5.68,-0.42,491,299510,-20622,368.13,12310115,
SZSE.002027,平多收益,2022-4-20,0:00:00,2022-5-9,0:00:00,5.64,5.72,0.08,531,299484,4248,400.93,12314363,
SZSE.000917,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,5.8,5.48,-0.32,517,299860,-16544,373.98,12297819,
SZSE.000917,平多收益,2022-4-15,0:00:00,2022-4-19,0:00:00,5.15,5.43,0.28,582,299730,16296,417.15,12314115,
SZSE.000917,平多止损,2022-4-21,0:00:00,2022-5-10,0:00:00,5.14,4.74,-0.4,583,299662,-23320,364.77,12290795,
SZSE.000858,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,166,165.71,-0.29,18,298800,-522,393.73,12290273,
SZSE.000858,平多收益,2022-3-25,0:00:00,2022-4-12,0:00:00,157.19,163.88,6.69,19,298661,12711,411.01,12302984,
SZSE.000858,平多收益,2022-4-25,0:00:00,2022-4-28,0:00:00,155,165.85,10.85,19,294500,20615,415.95,12323599,
SZSE.000776,平多收益,2022-3-9,0:00:00,2022-3-18,0:00:00,16.83,17.87,1.04,178,299574,18512,419.87,12342111,
SZSE.000776,平多止损,2022-4-20,0:00:00,2022-5-9,0:00:00,16.49,15.16,-1.33,181,298469,-24073,362.2,12318038,
SZSE.000725,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,4.51,4.29,-0.22,665,299915,-14630,376.58,12303408,
SZSE.000725,平多收益,2022-4-25,0:00:00,2022-5-11,0:00:00,3.75,3.83,0.08,800,300000,6400,404.45,12309808,
SZSE.000568,平多收益,2022-3-7,0:00:00,2022-3-10,0:00:00,190.85,212.32,21.47,15,286275,32205,420.39,12342013,
SZSE.000568,平多收益,2022-3-14,0:00:00,2022-3-21,0:00:00,194.98,205.4,10.42,15,292470,15630,406.69,12357643,
SZSE.000568,平多收益,2022-3-25,0:00:00,2022-4-12,0:00:00,190.22,193,2.78,15,285330,4170,382.14,12361813,
SZSE.000568,平多收益,2022-5-9,0:00:00,2022-5-11,0:00:00,194.08,201.5,7.42,15,291120,11130,398.97,12372943,
SZSE.000002,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,18.54,16.8,-1.74,161,298494,-28014,357.03,12344929,
SZSE.000002,平多止损,2022-4-20,0:00:00,2022-5-9,0:00:00,19.35,18.48,-0.87,155,299925,-13485,378.1,12331444,
SZSE.000001,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,14.72,14.59,-0.13,203,298816,-2639,390.95,12328805,
SZSE.000001,平多收益,2022-4-25,0:00:00,2022-4-27,0:00:00,14.85,15.65,0.8,202,299970,16160,417.29,12344965,
SZSE.000001,平多收益,2022-5-9,0:00:00,2022-5-11,0:00:00,14.55,14.63,0.08,206,299730,1648,397.82,12346613,
SSE.603288,平多止损,2022-3-8,0:00:00,2022-3-22,0:00:00,93,89.67,-3.33,32,297600,-10656,378.77,12335957,
SSE.603288,平多收益,2022-3-29,0:00:00,2022-4-14,0:00:00,84.45,90.89,6.44,35,295575,22540,419.91,12358497,
SSE.603288,平多止损,2022-4-29,0:00:00,2022-5-11,0:00:00,81.52,76.47,-5.05,36,293472,-18180,363.39,12340317,
SSE.601985,平多收益,2022-3-15,0:00:00,2022-3-16,0:00:00,7.37,7.96,0.59,407,299959,24013,427.64,12364330,
SSE.601985,平多收益,2022-3-25,0:00:00,2022-3-29,0:00:00,7.43,7.99,0.56,403,299429,22568,425.04,12386898,
SSE.601985,平多止损,2022-4-21,0:00:00,2022-5-10,0:00:00,7.39,7.03,-0.36,405,299295,-14580,375.82,12372318,
SSE.601919,平多止损,2022-3-9,0:00:00,2022-3-23,0:00:00,16.45,16.29,-0.16,182,299390,-2912,391.35,12369406,
SSE.601919,平多止损,2022-4-7,0:00:00,2022-4-21,0:00:00,15.55,14.64,-0.91,192,298560,-17472,371.04,12351934,
SSE.601919,平多收益,2022-4-25,0:00:00,2022-4-29,0:00:00,13.57,14.43,0.86,221,299897,19006,420.95,12370940,
SSE.601888,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,188.28,172.95,-15.33,15,282420,-22995,342.44,12347945,
SSE.601888,平多止损,2022-3-24,0:00:00,2022-4-11,0:00:00,166.62,156.11,-10.51,18,299916,-18918,370.92,12329027,
SSE.601888,平多收益,2022-5-6,0:00:00,2022-5-11,0:00:00,163.69,176.65,12.96,18,294642,23328,419.72,12352355,
SSE.601318,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,48.88,47.04,-1.84,61,298168,-11224,378.77,12341131,
SSE.601318,平多止损,2022-4-25,0:00:00,2022-5-11,0:00:00,44.85,44.73,-0.12,66,296010,-792,389.69,12340339,
SSE.601166,平多收益,2022-3-8,0:00:00,2022-3-22,0:00:00,20.6,20.81,0.21,145,298700,3045,398.3,12343384,
SSE.601166,平多止损,2022-4-25,0:00:00,2022-5-11,0:00:00,20.28,19.78,-0.5,147,298116,-7350,383.81,12336034,
SSE.601088,平多收益,2022-3-15,0:00:00,2022-3-21,0:00:00,24.13,26.1,1.97,124,299212,24428,427.2,12360462,
SSE.601088,平多收益,2022-4-21,0:00:00,2022-4-28,0:00:00,29.22,31.21,1.99,102,298044,20298,420.21,12380760,
SSE.600900,平多收益,2022-3-15,0:00:00,2022-3-16,0:00:00,21.15,22.38,1.23,141,298215,17343,416.54,12398103,
SSE.600887,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,37.55,37,-0.55,79,296645,-4345,385.84,12393758,
SSE.600585,平多止损,2022-3-8,0:00:00,2022-3-22,0:00:00,39,37.21,-1.79,76,296400,-13604,373.29,12380154,
SSE.600585,平多收益,2022-4-21,0:00:00,2022-4-27,0:00:00,37.4,39.49,2.09,80,299200,16720,417.01,12396874,
SSE.600519,平多收益,2022-3-7,0:00:00,2022-3-10,0:00:00,1707,1794.43,87.43,1,170700,8743,236.86,12405617,
SSE.600519,平多止损,2022-3-14,0:00:00,2022-3-28,0:00:00,1700,1660.8,-39.2,1,170000,-3920,219.23,12401697,
SSE.600436,平多收益,2022-3-7,0:00:00,2022-3-21,0:00:00,305.1,313.41,8.31,9,274590,7479,372.33,12409176,
SSE.600276,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,37.55,37.3,-0.25,79,296645,-1975,388.96,12407201,
SSE.600276,平多止损,2022-4-8,0:00:00,2022-4-22,0:00:00,33.93,33,-0.93,88,298584,-8184,383.33,12399017,
SSE.600276,平多收益,2022-4-25,0:00:00,2022-5-11,0:00:00,29.7,29.95,0.25,101,299970,2525,399.29,12401542,
SSE.600048,平多收益,2022-3-15,0:00:00,2022-3-18,0:00:00,14.71,16.98,2.27,203,298613,46081,455,12447623,
SSE.600048,平多止损,2022-4-20,0:00:00,2022-5-9,0:00:00,17.43,16.27,-1.16,172,299796,-19952,369.39,12427671,
SSE.600048,平多止损,2022-5-10,0:00:00,2022-5-11,0:00:00,16.45,15.83,-0.62,182,299390,-11284,380.3,12416387,
SSE.600036,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,46.76,44.81,-1.95,64,299264,-12480,378.55,12403907,
SSE.600036,平多止损,2022-4-18,0:00:00,2022-5-5,0:00:00,43.39,39.26,-4.13,69,299391,-28497,357.58,12375410,
SSE.600036,平多止损,2022-5-6,0:00:00,2022-5-11,0:00:00,37.91,37.21,-0.7,79,299489,-5530,388.03,12369880,
SSE.600031,平多止损,2022-3-7,0:00:00,2022-3-21,0:00:00,18.16,17.77,-0.39,165,299640,-6435,387.03,12363445,
SSE.600031,平多止损,2022-4-20,0:00:00,2022-5-9,0:00:00,17.38,15.94,-1.44,172,298936,-24768,361.9,12338677,
SSE.600028,平多收益,2022-3-15,0:00:00,2022-3-28,0:00:00,3.98,4.29,0.31,753,299694,23343,426.41,12362020,
SSE.600000,平多收益,2022-3-15,0:00:00,2022-3-29,0:00:00,7.63,7.82,0.19,393,299859,7467,405.67,12369487,
SZSE.300498,平多收益,2022-5-13,0:00:00,2022-5-27,0:00:00,17.74,17.81,0.07,169,299806,1183,397.31,12370670,
SZSE.300122,平多收益,2022-5-24,0:00:00,2022-6-8,0:00:00,89.2,90.5,1.3,33,294360,4290,394.22,12374960,
SZSE.300122,平多止损,2022-7-12,0:00:00,2022-7-13,0:00:00,108.48,107.93,-0.55,27,292896,-1485,384.66,12373475,
SZSE.300059,平多止损,2022-7-11,0:00:00,2022-7-13,0:00:00,23.29,22.99,-0.3,128,298112,-3840,388.44,12369635,
SZSE.002812,平多止损,2022-7-11,0:00:00,2022-7-13,0:00:00,231.95,229.08,-2.87,12,278340,-3444,362.86,12366191,
SZSE.002594,平多收益,2022-7-12,0:00:00,2022-7-13,0:00:00,309,309.88,0.88,9,278100,792,368.14,12366983,
SZSE.002475,平多收益,2022-6-14,0:00:00,2022-6-28,0:00:00,33.05,34.1,1.05,90,297450,9450,405.11,12376433,
SZSE.002475,平多收益,2022-7-6,0:00:00,2022-7-8,0:00:00,30.86,34.64,3.78,97,299342,36666,443.53,12413099,
SZSE.002027,平多止损,2022-7-13,0:00:00,2022-7-13,0:00:00,6.17,6.17,0,486,299862,0,395.82,12413099,
SZSE.000776,平多止损,2022-7-13,0:00:00,2022-7-13,0:00:00,17.05,17.05,0,175,298375,0,393.85,12413099,
SZSE.000002,平多收益,2022-6-6,0:00:00,2022-6-15,0:00:00,17.29,18.34,1.05,173,299117,18165,418.81,12431264,
SSE.603288,平多止损,2022-5-13,0:00:00,2022-5-27,0:00:00,76,72.7,-3.3,39,296400,-12870,374.26,12418394,
SSE.601919,平多收益,2022-6-21,0:00:00,2022-7-5,0:00:00,13.91,14.22,0.31,215,299065,6665,403.56,12425059,
SSE.601888,平多收益,2022-7-12,0:00:00,2022-7-13,0:00:00,203.54,205.6,2.06,14,284956,2884,379.95,12427943,
