股票代码,盈亏,开仓日期,开仓时间,平仓日期,平仓时间,开仓价格,平仓价格,价差,数量,资金占用,收益（含手续费）,手续费,10500000,
SSE.601088,平多收益,2022-6-20,0:00:00,2022-6-28,0:00:00,31.04,32.84,1.8,96,297984,17280,416.15,12445223,
SSE.601088,平多收益,2022-7-11,0:00:00,2022-7-13,0:00:00,29,29.37,0.37,103,298700,3811,399.31,12449034,
SSE.600585,平多止损,2022-7-12,0:00:00,2022-7-13,0:00:00,35.79,35.35,-0.44,83,297057,-3652,387.29,12445382,
SSE.600048,平多收益,2022-5-31,0:00:00,2022-6-15,0:00:00,15.51,15.87,0.36,193,299343,6948,404.3,12452330,
SSE.600048,平多收益,2022-7-11,0:00:00,2022-7-13,0:00:00,15.89,16.6,0.71,188,298732,13348,411.95,12465678,
SSE.600036,平多止损,2022-7-13,0:00:00,2022-7-13,0:00:00,37.9,37.9,0,79,299410,0,395.22,12465678,
SSE.600028,平多收益,2022-6-20,0:00:00,2022-7-4,0:00:00,4.07,4.1,0.03,737,299959,2211,398.86,12467889,
SZSE.300498,平多止损,2022-7-22,0:00:00,2022-8-5,0:00:00,23.3,23.16,-0.14,128,298240,-1792,391.31,12466097,
SZSE.300122,平多止损,2022-7-15,0:00:00,2022-7-29,0:00:00,104.5,99.52,-4.98,28,292600,-13944,367.83,12452153,
SZSE.300122,平多止损,2022-8-1,0:00:00,2022-8-15,0:00:00,97.74,97.12,-0.62,30,293220,-1860,384.6,12450293,
SZSE.300122,平多收益,2022-9-8,0:00:00,2022-9-14,0:00:00,88.89,89,0.11,33,293337,363,387.68,12450656,
SZSE.300059,平多止损,2022-7-15,0:00:00,2022-7-29,0:00:00,22.4,22.25,-0.15,133,297920,-1995,390.62,12448661,
SZSE.300059,平多收益,2022-8-3,0:00:00,2022-8-11,0:00:00,21,22.99,1.99,142,298200,28258,430.92,12476919,
SZSE.002812,平多止损,2022-7-18,0:00:00,2022-8-1,0:00:00,229.8,223.07,-6.73,13,298740,-8749,382.79,12468170,
SZSE.002812,平多止损,2022-8-19,0:00:00,2022-9-2,0:00:00,197.9,190,-7.9,15,296850,-11850,376.2,12456320,
SZSE.002594,平多止损,2022-8-31,0:00:00,2022-9-14,0:00:00,287.98,278.33,-9.65,10,287980,-9650,367.4,12446670,
SZSE.002475,平多收益,2022-7-25,0:00:00,2022-7-28,0:00:00,30.8,33.53,2.73,97,298760,26481,429.32,12473151,
SZSE.002352,平多收益,2022-7-15,0:00:00,2022-7-19,0:00:00,50.88,54.5,3.62,58,295104,20996,417.25,12494147,
SZSE.002352,平多收益,2022-8-1,0:00:00,2022-8-15,0:00:00,48.89,49.91,1.02,61,298229,6222,401.88,12500369,
SZSE.002027,平多收益,2022-8-3,0:00:00,2022-8-11,0:00:00,5.63,5.96,0.33,532,299516,17556,418.54,12517925,
SZSE.000917,平多收益,2022-7-15,0:00:00,2022-7-19,0:00:00,4.74,5.04,0.3,632,299568,18960,420.46,12536885,
SZSE.000776,平多止损,2022-7-15,0:00:00,2022-7-29,0:00:00,16.46,15.92,-0.54,182,299572,-9828,382.46,12527057,
SZSE.000776,平多收益,2022-8-3,0:00:00,2022-8-11,0:00:00,15.11,16.34,1.23,198,299178,24354,427.06,12551411,
SZSE.000002,平多止损,2022-7-15,0:00:00,2022-7-29,0:00:00,17.62,17.21,-0.41,170,299540,-6970,386.19,12544441,
SZSE.000002,平多收益,2022-8-3,0:00:00,2022-8-17,0:00:00,16.06,16.88,0.82,186,298716,15252,414.44,12559693,
SZSE.000001,平多止损,2022-7-15,0:00:00,2022-7-29,0:00:00,13.24,12.68,-0.56,226,299224,-12656,378.27,12547037,
SZSE.000001,平多收益,2022-8-3,0:00:00,2022-8-17,0:00:00,12.03,12.4,0.37,249,299547,9213,407.56,12556250,
SSE.601985,平多止损,2022-7-15,0:00:00,2022-7-29,0:00:00,6.4,6.17,-0.23,468,299520,-10764,381.16,12545486,
SSE.601985,平多收益,2022-8-3,0:00:00,2022-8-9,0:00:00,5.83,6.15,0.32,514,299662,16448,417.27,12561934,
SSE.601939,平多收益,2022-7-15,0:00:00,2022-7-29,0:00:00,5.49,5.57,0.08,546,299754,4368,401.44,12566302,
SSE.601919,平多收益,2022-8-2,0:00:00,2022-8-8,0:00:00,12.85,13.5,0.65,233,299405,15145,415.21,12581447,
SSE.601888,平多收益,2022-7-15,0:00:00,2022-7-20,0:00:00,204.36,214.95,10.59,14,286104,14826,397.23,12596273,
SSE.601888,平多止损,2022-8-5,0:00:00,2022-8-19,0:00:00,198.9,188,-10.9,15,298350,-16350,372.24,12579923,
SSE.601398,平多收益,2022-7-15,0:00:00,2022-7-29,0:00:00,4.33,4.38,0.05,692,299636,3460,400.09,12583383,
SSE.601166,平多收益,2022-7-15,0:00:00,2022-7-29,0:00:00,17.63,17.77,0.14,170,299710,2380,398.76,12585763,
SSE.601088,平多止损,2022-7-15,0:00:00,2022-7-29,0:00:00,29.75,28.1,-1.65,100,297500,-16500,370.92,12569263,
SSE.600585,平多收益,2022-8-2,0:00:00,2022-8-16,0:00:00,31.32,32.75,1.43,95,297540,13585,410.69,12582848,
SSE.600436,平多止损,2022-7-15,0:00:00,2022-7-29,0:00:00,319.15,295.72,-23.43,9,287235,-21087,351.32,12561761,
SSE.600276,平多收益,2022-8-1,0:00:00,2022-8-5,0:00:00,35.18,38.03,2.85,85,299030,24225,426.7,12585986,
SSE.600048,平多收益,2022-7-15,0:00:00,2022-7-26,0:00:00,15.78,17.03,1.25,190,299820,23750,427.11,12609736,
SSE.600048,平多收益,2022-8-3,0:00:00,2022-8-17,0:00:00,15.39,16.36,0.97,194,298566,18818,418.95,12628554,
SSE.600036,平多收益,2022-7-15,0:00:00,2022-7-29,0:00:00,34.87,35.07,0.2,86,299882,1720,398.11,12630274,
SSE.600031,平多收益,2022-7-15,0:00:00,2022-7-18,0:00:00,17.66,18.75,1.09,169,298454,18421,418.28,12648695,
SSE.600031,平多止损,2022-7-29,0:00:00,2022-8-12,0:00:00,17.04,16.8,-0.24,176,299904,-4224,390.3,12644471,
SZSE.300498,平多收益,2022-9-20,0:00:00,2022-10-11,0:00:00,21.31,21.9,0.59,140,298340,8260,404.71,12652731,
SZSE.300498,平多止损,2022-10-25,0:00:00,2022-11-8,0:00:00,19.71,18.56,-1.15,152,299592,-17480,372.39,12635251,
SZSE.300122,平多收益,2022-9-16,0:00:00,2022-9-27,0:00:00,82.9,87.89,4.99,36,298440,17964,417.65,12653215,
SZSE.300122,平多收益,2022-10-28,0:00:00,2022-11-1,0:00:00,84.89,94.2,9.31,35,297115,32585,435.2,12685800,
SZSE.300059,平多止损,2022-9-16,0:00:00,2022-9-30,0:00:00,19.94,17.62,-2.32,150,299100,-34800,348.88,12651000,
SZSE.300059,平多收益,2022-10-10,0:00:00,2022-10-17,0:00:00,17.3,18.29,0.99,173,299290,17127,417.67,12668127,
SZSE.300059,平多收益,2022-10-25,0:00:00,2022-11-4,0:00:00,15.54,17.19,1.65,193,299922,31845,437.93,12699972,
SZSE.002812,平多收益,2022-10-21,0:00:00,2022-11-4,0:00:00,160.51,170.2,9.69,18,288918,17442,404.4,12717414,
SZSE.002812,平多止损,2022-11-17,0:00:00,2022-11-22,0:00:00,155,140.17,-14.83,19,294500,-28177,351.55,12689237,
SZSE.002594,平多收益,2022-10-28,0:00:00,2022-11-1,0:00:00,239.89,261.82,21.93,12,287868,26316,414.72,12715553,
SZSE.002475,平多止损,2022-9-20,0:00:00,2022-10-11,0:00:00,33.5,27.75,-5.75,89,298150,-51175,326.01,12664378,
SZSE.002475,平多收益,2022-10-28,0:00:00,2022-10-31,0:00:00,26.63,28.5,1.87,112,298256,20944,421.34,12685322,
SZSE.002352,平多收益,2022-9-22,0:00:00,2022-9-27,0:00:00,45.32,48.12,2.8,66,299112,18480,419.22,12703802,
SZSE.002027,平多收益,2022-10-25,0:00:00,2022-11-4,0:00:00,5,5.26,0.26,600,300000,15600,416.59,12719402,
SZSE.000858,平多收益,2022-10-24,0:00:00,2022-11-7,0:00:00,143.23,151.14,7.91,20,286460,15820,399.01,12735222,
SZSE.000776,平多止损,2022-9-21,0:00:00,2022-10-12,0:00:00,15.25,14.99,-0.26,196,298900,-5096,387.82,12730126,
SZSE.000568,平多止损,2022-10-19,0:00:00,2022-11-2,0:00:00,196.62,174.93,-21.69,15,294930,-32535,346.36,12697591,
SZSE.000002,平多止损,2022-10-24,0:00:00,2022-11-7,0:00:00,15.56,14.23,-1.33,192,298752,-25536,360.65,12672055,
SSE.603288,平多止损,2022-10-11,0:00:00,2022-10-25,0:00:00,73.45,69.14,-4.31,40,293800,-17240,365.06,12654815,
SSE.603288,平多收益,2022-10-27,0:00:00,2022-11-4,0:00:00,63.68,69.8,6.12,47,299296,28764,433.04,12683579,
SSE.601919,平多止损,2022-9-16,0:00:00,2022-9-30,0:00:00,12.56,11.02,-1.54,238,298928,-36652,346.2,12646927,
SSE.601919,平多收益,2022-10-10,0:00:00,2022-10-17,0:00:00,10.9,11.5,0.6,275,299750,16500,417.45,12663427,
SSE.601888,平多收益,2022-10-24,0:00:00,2022-11-1,0:00:00,167,176.4,9.4,17,283900,15980,395.84,12679407,
SSE.601318,平多收益,2022-10-28,0:00:00,2022-11-7,0:00:00,36.73,38.79,2.06,81,297513,16686,414.74,12696093,
SSE.600887,平多止损,2022-10-24,0:00:00,2022-11-7,0:00:00,28.9,27.71,-1.19,103,297670,-12257,376.75,12683836,
SSE.600585,平多收益,2022-9-26,0:00:00,2022-10-17,0:00:00,28.33,28.63,0.3,105,297465,3150,396.81,12686986,
SSE.600585,平多收益,2022-10-28,0:00:00,2022-11-11,0:00:00,25.3,27,1.7,118,298540,20060,420.55,12707046,
SSE.600519,平多止损,2022-10-19,0:00:00,2022-11-2,0:00:00,1648,1471.96,-176.04,1,164800,-17604,194.3,12689442,
SSE.600436,平多止损,2022-9-22,0:00:00,2022-10-13,0:00:00,260.85,256.8,-4.05,11,286935,-4455,372.87,12684987,
SSE.600436,平多收益,2022-10-24,0:00:00,2022-11-2,0:00:00,231.62,249.6,17.98,12,277944,21576,395.37,12706563,
SSE.600048,平多止损,2022-10-25,0:00:00,2022-11-8,0:00:00,16.15,14,-2.15,185,298775,-39775,341.88,12666788,
SSE.600036,平多止损,2022-10-13,0:00:00,2022-10-27,0:00:00,29.89,27.94,-1.95,100,298900,-19500,368.81,12647288,
SSE.600036,平多收益,2022-10-28,0:00:00,2022-11-4,0:00:00,27.18,29.08,1.9,110,298980,20900,422.24,12668188,
SSE.600031,平多收益,2022-9-26,0:00:00,2022-10-17,0:00:00,14.05,15,0.95,213,299265,20235,421.74,12688423,
SZSE.300122,平多止损,2022-12-5,0:00:00,2022-12-19,0:00:00,85.88,81.19,-4.69,34,291992,-15946,364.38,12672477,
SZSE.002812,平多收益,2022-11-24,0:00:00,2022-12-8,0:00:00,134.28,139.3,5.02,22,295416,11044,404.53,12683521,
SZSE.002812,平多收益,2023-1-4,0:00:00,2023-1-5,0:00:00,125.6,138.16,12.56,23,288880,28888,419.45,12712409,
SZSE.002475,平多收益,2022-11-28,0:00:00,2022-12-12,0:00:00,30.73,32.8,2.07,97,298081,20079,419.97,12732488,
SZSE.002475,平多收益,2023-1-4,0:00:00,2023-1-17,0:00:00,28.37,31.04,2.67,105,297885,28035,430.21,12760523,
SZSE.000002,平多收益,2022-12-26,0:00:00,2023-1-5,0:00:00,18.37,19.33,0.96,163,299431,15648,415.9,12776171,
SSE.601919,平多止损,2022-12-14,0:00:00,2022-12-28,0:00:00,10.99,10.4,-0.59,272,298928,-16048,373.4,12760123,
SSE.600276,平多收益,2022-12-20,0:00:00,2022-12-30,0:00:00,36.51,38.53,2.02,82,299382,16564,417.05,12776687,
SSE.600048,平多止损,2022-12-7,0:00:00,2022-12-21,0:00:00,15.7,15.38,-0.32,191,299870,-6112,387.76,12770575,
,,,,,,,,,,,2270575,-275650.4,,
